automata84.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata100.txt,70,70,30,30,28,27,3,2,0.9032258064516129,0.9333333333333333,0.9,0.9,0.9,0.9
automata74.txt,70,70,30,30,24,17,13,6,0.6486486486486487,0.8,0.5666666666666667,0.7,0.7,0.7
automata56.txt,70,70,30,30,28,30,0,2,1.0,0.9333333333333333,1.0,1.0,1.0,1.0
automata38.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata60.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata59.txt,70,70,30,30,30,29,1,0,0.967741935483871,1.0,0.9666666666666667,1.0,1.0,1.0
automata39.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata53.txt,70,70,30,30,28,24,6,2,0.8235294117647058,0.9333333333333333,0.8,0.9,0.9,0.9
automata93.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata80.txt,70,70,30,30,27,26,4,3,0.8709677419354839,0.9,0.8666666666666667,0.9,0.9,0.9
automata27.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata26.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata43.txt,70,70,30,30,28,25,5,2,0.8484848484848485,0.9333333333333333,0.8333333333333334,0.9,0.9,0.9
automata47.txt,70,70,30,30,29,30,0,1,1.0,0.9666666666666667,1.0,1.0,1.0,1.0
automata16.txt,70,70,30,30,25,17,13,5,0.6578947368421053,0.8333333333333334,0.5666666666666667,0.7,0.7,0.7
automata28.txt,70,70,30,30,30,29,1,0,0.967741935483871,1.0,0.9666666666666667,1.0,1.0,1.0
automata11.txt,69,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata51.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata72.txt,70,70,30,30,20,14,16,10,0.5555555555555556,0.6666666666666666,0.4666666666666667,0.6,0.6,0.6
automata5.txt,70,70,30,30,25,21,9,5,0.7352941176470589,0.8333333333333334,0.7,0.8,0.8,0.8
automata85.txt,70,70,30,30,30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0
automata30.txt,70,70,30,30,30,29,1,0,0.967741935483871,1.0,0.9666666666666667,1.0,1.0,1.0
automata98.txt,70,70,30,30,27,20,10,3,0.7297297297297297,0.9,0.6666666666666666,0.8,0.8,0.8
automata79.txt,70,70,30,30,24,19,11,6,0.6857142857142857,0.8,0.6333333333333333,0.7,0.7,0.7
automata2.txt,70,70,30,30,29,25,5,1,0.8529411764705882,0.9666666666666667,0.8333333333333334,0.9,0.9,0.9
automata71.txt,70,70,30,30,24,22,8,6,0.75,0.8,0.7333333333333333,0.8,0.8,0.8
