17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,7,4,4,1,0.6363636363636364,0.875,0.7368421052631579,0.6875
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,8,5,3,0,0.7272727272727273,1.0,0.8421052631578948,0.8125
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,6,6,2,2,0.75,0.75,0.75,0.75
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,6,2,0,0.8,1.0,0.888888888888889,0.875
17,17,8,8,6,5,3,2,0.6666666666666666,0.75,0.7058823529411765,0.6875
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,6,2,6,2,0.5,0.75,0.6,0.5
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,8,6,2,0,0.8,1.0,0.888888888888889,0.875
17,17,8,8,8,6,2,0,0.8,1.0,0.888888888888889,0.875
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,7,6,2,1,0.7777777777777778,0.875,0.823529411764706,0.8125
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
17,17,8,8,8,7,1,0,0.8888888888888888,1.0,0.9411764705882353,0.9375
17,17,8,8,8,8,0,0,1.0,1.0,1.0,1.0
